,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
24,22201171,1610612745,HOU,Houston,201571,D.J. Augustin,D.J.,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0,22201165,1610612763,MEM,Memphis,1628415,Dillon Brooks,Dillon,F,,32:13:00,5,15,0.333,4,11,0.364,0,0,0,0,4,4,4,1,0,3,1,14,-26
1,22201165,1610612763,MEM,Memphis,1628991,Jaren Jackson Jr.,Jaren,F,,29:38:00,11,20,0.55,5,8,0.625,4,4,1,3,5,8,1,0,1,1,5,31,-7
2,22201165,1610612763,MEM,Memphis,1630214,Xavier Tillman,Xavier,C,,29:59:00,2,2,1,0,0,0,2,4,0.5,2,6,8,1,0,0,2,4,6,-20
3,22201165,1610612763,MEM,Memphis,1630217,Desmond Bane,Desmond,G,,33:10:00,8,12,0.667,2,3,0.667,3,3,1,0,5,5,4,0,1,4,4,21,-11
4,22201165,1610612763,MEM,Memphis,1629630,Ja Morant,Ja,G,,34:06:00,7,16,0.438,2,5,0.4,1,1,1,1,9,10,10,0,0,5,1,17,-20
5,22201165,1610612763,MEM,Memphis,1630583,Santi Aldama,Santi,,,16:52,1,3,0.333,1,2,0.5,0,0,0,0,3,3,1,0,0,0,2,3,-6
6,22201165,1610612763,MEM,Memphis,1631223,David Roddy,David,,,11:46,1,3,0.333,1,2,0.5,0,0,0,1,2,3,2,0,1,1,2,3,-9
7,22201165,1610612763,MEM,Memphis,1628379,Luke Kennard,Luke,,,27:45:00,2,7,0.286,2,7,0.286,0,0,0,1,2,3,2,0,0,0,2,6,-5
8,22201165,1610612763,MEM,Memphis,1626145,Tyus Jones,Tyus,,,17:08,2,5,0.4,2,4,0.5,0,0,0,0,1,1,4,0,0,0,0,6,-1
9,22201165,1610612763,MEM,Memphis,1629723,John Konchar,John,,,1:29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10,22201165,1610612763,MEM,Memphis,1631113,Kennedy Chandler,Kennedy,,,1:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22201165,1610612763,MEM,Memphis,1631246,Vince Williams Jr.,Vince,,,1:29,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,22201165,1610612763,MEM,Memphis,1631254,Kenneth Lofton Jr.,Kenneth,,,1:29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0
